"productid","actualprice","productdescription","producttitle"
"1377","2190","<p><strong>CREATE RICH AND TRADITIONAL LOOK<br></strong></p>
<p>Renovate your bedroom by our exotic 5 OR 6  PCs collection for your Bed Sheet Set. Each and every detail is carefully printed to attain a flawless look; it will change the entire look of your space.<span> </span></p>
<p><strong>PRODUCT FEATURES OF EXOTIC COLLECTION </strong></p>
<p><strong>5 PCS BED SHEET SET DETAILS<br></strong></p>
<ul>
<li>
<p>Material: Cotton , Thread count: 180-200</p>
</li>
<li>
<p>Contents:1 Bed Sheet + 2 matching Pillow Covers + 2 Contrast Pillow Covers</p>
</li>
<li>
<p>Bed Sheet Size: 95 x 100 Inches </p>
</li>
</ul>
<p><strong>OR </strong></p>
<p><strong>ASK FOR Customized ORDER<br></strong></p>
<p><strong>6 PCS DUVET SET DETAILS  (ASK FOR PRICE)<br></strong></p>
<ul>
<li>
<p>Material: Cotton , Thread count:180-200<br></p>
</li>
<li>
<p>Contents:1 Bed Sheet + 2 Pillow Covers + 2 Contrast Pillow Covers + 1 Duvet Cover<br></p>
</li>
<li>
<p>Bed Sheet Size: 95 x 100 Inches </p>
</li>
<li>Duvet Cover Size 95x100 Inches</li>
</ul>
<p><strong>OR</strong></p>
<p><strong>5 PCS Reversible QUILTED COMFORTER SET DETAILS  (ASK FOR PRICE)<br></strong></p>
<ul>
<li>
<p>Material: Cotton , Thread count: 180-200<br></p>
</li>
<li>
<p>Contents:1 Quilted comforter + 2 QUILTED PIPING Pillow Covers + 2 Contrast Pillow Covers <br></p>
</li>
<li>
<p>Bed Sheet Size: 95 x 100 Inches </p>
</li>
</ul>
<p><strong>OR</strong></p>
<p><strong>6 PCS Reversible Quilted Comforter SET DETAILS  (ASK FOR PRICE)<br></strong></p>
<ul>
<li>
<p>Material: Cotton , Thread count: 180-200<br></p>
</li>
<li>
<p>Contents:1 Bed Sheet + 2 Pillow Covers + 2 Contrast Pillow Covers + 1 quilted comforter<br></p>
</li>
<li>
<p>Bed Sheet Size: 95 x 100 Inches </p>
</li>
<li>Quilted Comforter Size 95x100 Inches</li>
</ul>","4 Pillow Cotton Bed Sheet- Retro Circles"
"1378","950","<div>
<p><strong>Size:</strong></p>
<ul>
<li>Bed Sheet Size 60 x 95 in.</li>
<li>Pillow Size 19 x 29 in.</li>
</ul>
<ul></ul>
<p><strong>Color:</strong></p>
<ul>
<li>Multi Color</li>
</ul>
<p><strong>Material :</strong></p>
<ul>
<li>100% Cotton </li>
</ul>
</div>
<div><strong>Washing instructions:</strong></div>
<div>
<ul>
<li><span>Can be hand or machine wash</span></li>
<li><span>Use water with temperature below 30 degrees.</span></li>
<li><span>Drop neutral detergent solution into the water first and put in the bedding till the liquid integrated fully into the water.</span></li>
<li><span data-spm-anchor-id=""2114.10010108.1000023.i0.6d7f8012aejK7y"">Wash it for no more than 30 minutes</span></li>
</ul>
</div>","Single Bed Sheet With 1 Pillow - 00E21"
"1379","950","<div>
<p><strong>Size:</strong></p>
<ul>
<li>Bed Sheet Size 60 x 95 in.</li>
<li>Pillow Size 19 x 29 in.</li>
</ul>
<ul></ul>
<p><strong>Color:</strong></p>
<ul>
<li>Multi Color</li>
</ul>
<p><strong>Material :</strong></p>
<ul>
<li>100% Cotton </li>
</ul>
</div>
<div><strong>Washing instructions:</strong></div>
<div>
<ul>
<li><span>Can be hand or machine wash</span></li>
<li><span>Use water with temperature below 30 degrees.</span></li>
<li><span>Drop neutral detergent solution into the water first and put in the bedding till the liquid integrated fully into the water.</span></li>
<li><span data-spm-anchor-id=""2114.10010108.1000023.i0.6d7f8012aejK7y"">Wash it for no more than 30 minutes</span></li>
</ul>
</div>","Single Bed Sheet With 1 Pillow - 00E22"
"1380","950","<div>
<p><strong>Size:</strong></p>
<ul>
<li>Bed Sheet Size 60 x 95 in.</li>
<li>Pillow Size 19 x 29 in.</li>
</ul>
<ul></ul>
<p><strong>Color:</strong></p>
<ul>
<li>Multi Color</li>
</ul>
<p><strong>Material :</strong></p>
<ul>
<li>100% Cotton </li>
</ul>
</div>
<div><strong>Washing instructions:</strong></div>
<div>
<ul>
<li><span>Can be hand or machine wash</span></li>
<li><span>Use water with temperature below 30 degrees.</span></li>
<li><span>Drop neutral detergent solution into the water first and put in the bedding till the liquid integrated fully into the water.</span></li>
<li><span data-spm-anchor-id=""2114.10010108.1000023.i0.6d7f8012aejK7y"">Wash it for no more than 30 minutes</span></li>
</ul>
</div>","Single Bed Sheet With 1 Pillow - 00E23"
"1381","1150","<div>
<p><strong>Size:</strong></p>
<ul>
<li>Bed Sheet Size 60 x 95 in.</li>
<li>Pillow Size 19 x 29 in.</li>
</ul>
<ul></ul>
<p><strong>Color:</strong></p>
<ul>
<li>Multi Color</li>
</ul>
<p><strong>Material :</strong></p>
<ul>
<li>100% Cotton </li>
</ul>
</div>
<div><strong>Washing instructions:</strong></div>
<div>
<ul>
<li><span>Can be hand or machine wash</span></li>
<li><span>Use water with temperature below 30 degrees.</span></li>
<li><span>Drop neutral detergent solution into the water first and put in the bedding till the liquid integrated fully into the water.</span></li>
<li><span data-spm-anchor-id=""2114.10010108.1000023.i0.6d7f8012aejK7y"">Wash it for no more than 30 minutes</span></li>
</ul>
</div>","Single Bed Sheet With 1 Pillow - 00E24"
"1382","950","<div>
<p><strong>Size:</strong></p>
<ul>
<li>Bed Sheet Size 60 x 95 in.</li>
<li>Pillow Size 19 x 29 in.</li>
</ul>
<ul></ul>
<p><strong>Color:</strong></p>
<ul>
<li>Multi Color</li>
</ul>
<p><strong>Material :</strong></p>
<ul>
<li>100% Cotton </li>
</ul>
</div>
<div><strong>Washing instructions:</strong></div>
<div>
<ul>
<li><span>Can be hand or machine wash</span></li>
<li><span>Use water with temperature below 30 degrees.</span></li>
<li><span>Drop neutral detergent solution into the water first and put in the bedding till the liquid integrated fully into the water.</span></li>
<li><span data-spm-anchor-id=""2114.10010108.1000023.i0.6d7f8012aejK7y"">Wash it for no more than 30 minutes</span></li>
</ul>
</div>","Single Bed Sheet With 1 Pillow - 00E25"
"1383","950","<div>
<p><strong>Size:</strong></p>
<ul>
<li>Bed Sheet Size 60 x 95 in.</li>
<li>Pillow Size 19 x 29 in.</li>
</ul>
<ul></ul>
<p><strong>Color:</strong></p>
<ul>
<li>Multi Color</li>
</ul>
<p><strong>Material :</strong></p>
<ul>
<li>100% Cotton </li>
</ul>
</div>
<div><strong>Washing instructions:</strong></div>
<div>
<ul>
<li><span>Can be hand or machine wash</span></li>
<li><span>Use water with temperature below 30 degrees.</span></li>
<li><span>Drop neutral detergent solution into the water first and put in the bedding till the liquid integrated fully into the water.</span></li>
<li><span data-spm-anchor-id=""2114.10010108.1000023.i0.6d7f8012aejK7y"">Wash it for no more than 30 minutes</span></li>
</ul>
</div>","Single Bed Sheet With 1 Pillow - 00E26"
"1384","1150","<div>
<p><strong>Size:</strong></p>
<ul>
<li>Bed Sheet Size 60 x 95 in.</li>
<li>Pillow Size 19 x 29 in.</li>
</ul>
<ul></ul>
<p><strong>Color:</strong></p>
<ul>
<li>Multi Color</li>
</ul>
<p><strong>Material :</strong></p>
<ul>
<li>100% Cotton </li>
</ul>
</div>
<div><strong>Washing instructions:</strong></div>
<div>
<ul>
<li><span>Can be hand or machine wash</span></li>
<li><span>Use water with temperature below 30 degrees.</span></li>
<li><span>Drop neutral detergent solution into the water first and put in the bedding till the liquid integrated fully into the water.</span></li>
<li><span data-spm-anchor-id=""2114.10010108.1000023.i0.6d7f8012aejK7y"">Wash it for no more than 30 minutes</span></li>
</ul>
</div>","Single Satin Bed Sheet With 1 Pillow - 00E27"
"1385","950","<div>
<p><strong>Size:</strong></p>
<ul>
<li>Bed Sheet Size 60 x 95 in.</li>
<li>Pillow Size 19 x 29 in.</li>
</ul>
<ul></ul>
<p><strong>Color:</strong></p>
<ul>
<li>Multi Color</li>
</ul>
<p><strong>Material :</strong></p>
<ul>
<li>100% Cotton </li>
</ul>
</div>
<div><strong>Washing instructions:</strong></div>
<div>
<ul>
<li><span>Can be hand or machine wash</span></li>
<li><span>Use water with temperature below 30 degrees.</span></li>
<li><span>Drop neutral detergent solution into the water first and put in the bedding till the liquid integrated fully into the water.</span></li>
<li><span data-spm-anchor-id=""2114.10010108.1000023.i0.6d7f8012aejK7y"">Wash it for no more than 30 minutes</span></li>
</ul>
</div>","Single Bed Sheet With 1 Pillow - 00E27"
"1386","950","<div>
<p><strong>Size:</strong></p>
<ul>
<li>Bed Sheet Size 60 x 95 in.</li>
<li>Pillow Size 19 x 29 in.</li>
</ul>
<ul></ul>
<p><strong>Color:</strong></p>
<ul>
<li>Multi Color</li>
</ul>
<p><strong>Material :</strong></p>
<ul>
<li>100% Cotton </li>
</ul>
</div>
<div><strong>Washing instructions:</strong></div>
<div>
<ul>
<li><span>Can be hand or machine wash</span></li>
<li><span>Use water with temperature below 30 degrees.</span></li>
<li><span>Drop neutral detergent solution into the water first and put in the bedding till the liquid integrated fully into the water.</span></li>
<li><span data-spm-anchor-id=""2114.10010108.1000023.i0.6d7f8012aejK7y"">Wash it for no more than 30 minutes</span></li>
</ul>
</div>","Single Bed Sheet With 1 Pillow - 00E28"
"1387","950","<div>
<p><strong>Size:</strong></p>
<ul>
<li>Bed Sheet Size 60 x 95 in.</li>
<li>Pillow Size 19 x 29 in.</li>
</ul>
<ul></ul>
<p><strong>Color:</strong></p>
<ul>
<li>Multi Color</li>
</ul>
<p><strong>Material :</strong></p>
<ul>
<li>100% Cotton </li>
</ul>
</div>
<div><strong>Washing instructions:</strong></div>
<div>
<ul>
<li><span>Can be hand or machine wash</span></li>
<li><span>Use water with temperature below 30 degrees.</span></li>
<li><span>Drop neutral detergent solution into the water first and put in the bedding till the liquid integrated fully into the water.</span></li>
<li><span data-spm-anchor-id=""2114.10010108.1000023.i0.6d7f8012aejK7y"">Wash it for no more than 30 minutes</span></li>
</ul>
</div>","Single Bed Sheet With 1 Pillow - 00E29"
"1388","950","<div>
<p><strong>Size:</strong></p>
<ul>
<li>Bed Sheet Size 60 x 95 in.</li>
<li>Pillow Size 19 x 29 in.</li>
</ul>
<ul></ul>
<p><strong>Color:</strong></p>
<ul>
<li>Multi Color</li>
</ul>
<p><strong>Material :</strong></p>
<ul>
<li>100% Cotton </li>
</ul>
</div>
<div><strong>Washing instructions:</strong></div>
<div>
<ul>
<li><span>Can be hand or machine wash</span></li>
<li><span>Use water with temperature below 30 degrees.</span></li>
<li><span>Drop neutral detergent solution into the water first and put in the bedding till the liquid integrated fully into the water.</span></li>
<li><span data-spm-anchor-id=""2114.10010108.1000023.i0.6d7f8012aejK7y"">Wash it for no more than 30 minutes</span></li>
</ul>
</div>","Single Bed Sheet With 1 Pillow - 00E30"
"1389","950","<div>
<p><strong>Size:</strong></p>
<ul>
<li>Bed Sheet Size 60 x 95 in.</li>
<li>Pillow Size 19 x 29 in.</li>
</ul>
<ul></ul>
<p><strong>Color:</strong></p>
<ul>
<li>Multi Color</li>
</ul>
<p><strong>Material :</strong></p>
<ul>
<li>100% Cotton </li>
</ul>
</div>
<div><strong>Washing instructions:</strong></div>
<div>
<ul>
<li><span>Can be hand or machine wash</span></li>
<li><span>Use water with temperature below 30 degrees.</span></li>
<li><span>Drop neutral detergent solution into the water first and put in the bedding till the liquid integrated fully into the water.</span></li>
<li><span data-spm-anchor-id=""2114.10010108.1000023.i0.6d7f8012aejK7y"">Wash it for no more than 30 minutes</span></li>
</ul>
</div>","Single Bed Sheet With 1 Pillow - 00E31"
"1390","950","<div>
<p><strong>Size:</strong></p>
<ul>
<li>Bed Sheet Size 60 x 95 in.</li>
<li>Pillow Size 19 x 29 in.</li>
</ul>
<ul></ul>
<p><strong>Color:</strong></p>
<ul>
<li>Multi Color</li>
</ul>
<p><strong>Material :</strong></p>
<ul>
<li>100% Cotton </li>
</ul>
</div>
<div><strong>Washing instructions:</strong></div>
<div>
<ul>
<li><span>Can be hand or machine wash</span></li>
<li><span>Use water with temperature below 30 degrees.</span></li>
<li><span>Drop neutral detergent solution into the water first and put in the bedding till the liquid integrated fully into the water.</span></li>
<li><span data-spm-anchor-id=""2114.10010108.1000023.i0.6d7f8012aejK7y"">Wash it for no more than 30 minutes</span></li>
</ul>
</div>","Single Bed Sheet With 1 Pillow - 00E32"
"1391","1150","<div>
<p><strong>Size:</strong></p>
<ul>
<li>Bed Sheet Size 60 x 95 in.</li>
<li>Pillow Size 19 x 29 in.</li>
</ul>
<ul></ul>
<p><strong>Color:</strong></p>
<ul>
<li>Multi Color</li>
</ul>
<p><strong>Material :</strong></p>
<ul>
<li>100% Cotton </li>
</ul>
</div>
<div><strong>Washing instructions:</strong></div>
<div>
<ul>
<li><span>Can be hand or machine wash</span></li>
<li><span>Use water with temperature below 30 degrees.</span></li>
<li><span>Drop neutral detergent solution into the water first and put in the bedding till the liquid integrated fully into the water.</span></li>
<li><span data-spm-anchor-id=""2114.10010108.1000023.i0.6d7f8012aejK7y"">Wash it for no more than 30 minutes</span></li>
</ul>
</div>","Single Satin Bed Sheet With 1 Pillow - 00E33"
"1392","950","<div>
<p><strong>Size:</strong></p>
<ul>
<li>Bed Sheet Size 60 x 95 in.</li>
<li>Pillow Size 19 x 29 in.</li>
</ul>
<ul></ul>
<p><strong>Color:</strong></p>
<ul>
<li>Multi Color</li>
</ul>
<p><strong>Material :</strong></p>
<ul>
<li>100% Cotton </li>
</ul>
</div>
<div><strong>Washing instructions:</strong></div>
<div>
<ul>
<li><span>Can be hand or machine wash</span></li>
<li><span>Use water with temperature below 30 degrees.</span></li>
<li><span>Drop neutral detergent solution into the water first and put in the bedding till the liquid integrated fully into the water.</span></li>
<li><span data-spm-anchor-id=""2114.10010108.1000023.i0.6d7f8012aejK7y"">Wash it for no more than 30 minutes</span></li>
</ul>
</div>","Single Bed Sheet With 1 Pillow - 00E34"
"1393","1150","<div>
<p><strong>Size:</strong></p>
<ul>
<li>Bed Sheet Size 60 x 95 in.</li>
<li>Pillow Size 19 x 29 in.</li>
</ul>
<ul></ul>
<p><strong>Color:</strong></p>
<ul>
<li>Multi Color</li>
</ul>
<p><strong>Material :</strong></p>
<ul>
<li>100% Cotton </li>
</ul>
</div>
<div><strong>Washing instructions:</strong></div>
<div>
<ul>
<li><span>Can be hand or machine wash</span></li>
<li><span>Use water with temperature below 30 degrees.</span></li>
<li><span>Drop neutral detergent solution into the water first and put in the bedding till the liquid integrated fully into the water.</span></li>
<li><span data-spm-anchor-id=""2114.10010108.1000023.i0.6d7f8012aejK7y"">Wash it for no more than 30 minutes</span></li>
</ul>
</div>","Single Satin Bed Sheet With 1 Pillow - 00E35"
"1394","950","<div>
<p><strong>Size:</strong></p>
<ul>
<li>Bed Sheet Size 60 x 95 in.</li>
<li>Pillow Size 19 x 29 in.</li>
</ul>
<ul></ul>
<p><strong>Color:</strong></p>
<ul>
<li>Multi Color</li>
</ul>
<p><strong>Material :</strong></p>
<ul>
<li>100% Cotton </li>
</ul>
</div>
<div><strong>Washing instructions:</strong></div>
<div>
<ul>
<li><span>Can be hand or machine wash</span></li>
<li><span>Use water with temperature below 30 degrees.</span></li>
<li><span>Drop neutral detergent solution into the water first and put in the bedding till the liquid integrated fully into the water.</span></li>
<li><span data-spm-anchor-id=""2114.10010108.1000023.i0.6d7f8012aejK7y"">Wash it for no more than 30 minutes</span></li>
</ul>
</div>","Single Bed Sheet With 1 Pillow - 00E36"
"1395","950","<div>
<p><strong>Size:</strong></p>
<ul>
<li>Bed Sheet Size 60 x 95 in.</li>
<li>Pillow Size 19 x 29 in.</li>
</ul>
<ul></ul>
<p><strong>Color:</strong></p>
<ul>
<li>Multi Color</li>
</ul>
<p><strong>Material :</strong></p>
<ul>
<li>100% Cotton </li>
</ul>
</div>
<div><strong>Washing instructions:</strong></div>
<div>
<ul>
<li><span>Can be hand or machine wash</span></li>
<li><span>Use water with temperature below 30 degrees.</span></li>
<li><span>Drop neutral detergent solution into the water first and put in the bedding till the liquid integrated fully into the water.</span></li>
<li><span data-spm-anchor-id=""2114.10010108.1000023.i0.6d7f8012aejK7y"">Wash it for no more than 30 minutes</span></li>
</ul>
</div>","Single Bed Sheet With 1 Pillow - 00E37"
"1396","950","<div>
<p><strong>Size:</strong></p>
<ul>
<li>Bed Sheet Size 60 x 95 in.</li>
<li>Pillow Size 19 x 29 in.</li>
</ul>
<ul></ul>
<p><strong>Color:</strong></p>
<ul>
<li>Multi Color</li>
</ul>
<p><strong>Material :</strong></p>
<ul>
<li>100% Cotton </li>
</ul>
</div>
<div><strong>Washing instructions:</strong></div>
<div>
<ul>
<li><span>Can be hand or machine wash</span></li>
<li><span>Use water with temperature below 30 degrees.</span></li>
<li><span>Drop neutral detergent solution into the water first and put in the bedding till the liquid integrated fully into the water.</span></li>
<li><span data-spm-anchor-id=""2114.10010108.1000023.i0.6d7f8012aejK7y"">Wash it for no more than 30 minutes</span></li>
</ul>
</div>","Single Bed Sheet With 1 Pillow - 00E38"
"1397","950","<div>
<p><strong>Size:</strong></p>
<ul>
<li>Bed Sheet Size 60 x 95 in.</li>
<li>Pillow Size 19 x 29 in.</li>
</ul>
<ul></ul>
<p><strong>Color:</strong></p>
<ul>
<li>Multi Color</li>
</ul>
<p><strong>Material :</strong></p>
<ul>
<li>100% Cotton </li>
</ul>
</div>
<div><strong>Washing instructions:</strong></div>
<div>
<ul>
<li><span>Can be hand or machine wash</span></li>
<li><span>Use water with temperature below 30 degrees.</span></li>
<li><span>Drop neutral detergent solution into the water first and put in the bedding till the liquid integrated fully into the water.</span></li>
<li><span data-spm-anchor-id=""2114.10010108.1000023.i0.6d7f8012aejK7y"">Wash it for no more than 30 minutes</span></li>
</ul>
</div>","Single Bed Sheet With 1 Pillow - 00E38"
"1398","950","<div>
<p><strong>Size:</strong></p>
<ul>
<li>Bed Sheet Size 60 x 95 in.</li>
<li>Pillow Size 19 x 29 in.</li>
</ul>
<ul></ul>
<p><strong>Color:</strong></p>
<ul>
<li>Multi Color</li>
</ul>
<p><strong>Material :</strong></p>
<ul>
<li>100% Cotton </li>
</ul>
</div>
<div><strong>Washing instructions:</strong></div>
<div>
<ul>
<li><span>Can be hand or machine wash</span></li>
<li><span>Use water with temperature below 30 degrees.</span></li>
<li><span>Drop neutral detergent solution into the water first and put in the bedding till the liquid integrated fully into the water.</span></li>
<li><span data-spm-anchor-id=""2114.10010108.1000023.i0.6d7f8012aejK7y"">Wash it for no more than 30 minutes</span></li>
</ul>
</div>","Single Bed Sheet With 1 Pillow - 00E39"
"1399","950","<div>
<p><strong>Size:</strong></p>
<ul>
<li>Bed Sheet Size 60 x 95 in.</li>
<li>Pillow Size 19 x 29 in.</li>
</ul>
<ul></ul>
<p><strong>Color:</strong></p>
<ul>
<li>Multi Color</li>
</ul>
<p><strong>Material :</strong></p>
<ul>
<li>100% Cotton </li>
</ul>
</div>
<div><strong>Washing instructions:</strong></div>
<div>
<ul>
<li><span>Can be hand or machine wash</span></li>
<li><span>Use water with temperature below 30 degrees.</span></li>
<li><span>Drop neutral detergent solution into the water first and put in the bedding till the liquid integrated fully into the water.</span></li>
<li><span data-spm-anchor-id=""2114.10010108.1000023.i0.6d7f8012aejK7y"">Wash it for no more than 30 minutes</span></li>
</ul>
</div>","Single Bed Sheet With 1 Pillow - 00E40"
"1400","1150","<div>
<p><strong>Size:</strong></p>
<ul>
<li>Bed Sheet Size 60 x 95 in.</li>
<li>Pillow Size 19 x 29 in.</li>
</ul>
<ul></ul>
<p><strong>Color:</strong></p>
<ul>
<li>Multi Color</li>
</ul>
<p><strong>Material :</strong></p>
<ul>
<li>100% Cotton </li>
</ul>
</div>
<div><strong>Washing instructions:</strong></div>
<div>
<ul>
<li><span>Can be hand or machine wash</span></li>
<li><span>Use water with temperature below 30 degrees.</span></li>
<li><span>Drop neutral detergent solution into the water first and put in the bedding till the liquid integrated fully into the water.</span></li>
<li><span data-spm-anchor-id=""2114.10010108.1000023.i0.6d7f8012aejK7y"">Wash it for no more than 30 minutes</span></li>
</ul>
</div>","Single satin Bed Sheet With 1 Pillow - 00E41"
"1401","950","<div>
<p><strong>Size:</strong></p>
<ul>
<li>Bed Sheet Size 60 x 95 in.</li>
<li>Pillow Size 19 x 29 in.</li>
</ul>
<ul></ul>
<p><strong>Color:</strong></p>
<ul>
<li>Multi Color</li>
</ul>
<p><strong>Material :</strong></p>
<ul>
<li>100% Cotton </li>
</ul>
</div>
<div><strong>Washing instructions:</strong></div>
<div>
<ul>
<li><span>Can be hand or machine wash</span></li>
<li><span>Use water with temperature below 30 degrees.</span></li>
<li><span>Drop neutral detergent solution into the water first and put in the bedding till the liquid integrated fully into the water.</span></li>
<li><span data-spm-anchor-id=""2114.10010108.1000023.i0.6d7f8012aejK7y"">Wash it for no more than 30 minutes</span></li>
</ul>
</div>","Single Bed Sheet With 1 Pillow - 00E42"
"1402","1150","<div>
<p><strong>Size:</strong></p>
<ul>
<li>Bed Sheet Size 60 x 95 in.</li>
<li>Pillow Size 19 x 29 in.</li>
</ul>
<ul></ul>
<p><strong>Color:</strong></p>
<ul>
<li>Multi Color</li>
</ul>
<p><strong>Material :</strong></p>
<ul>
<li>100% Cotton </li>
</ul>
</div>
<div><strong>Washing instructions:</strong></div>
<div>
<ul>
<li><span>Can be hand or machine wash</span></li>
<li><span>Use water with temperature below 30 degrees.</span></li>
<li><span>Drop neutral detergent solution into the water first and put in the bedding till the liquid integrated fully into the water.</span></li>
<li><span data-spm-anchor-id=""2114.10010108.1000023.i0.6d7f8012aejK7y"">Wash it for no more than 30 minutes</span></li>
</ul>
</div>","Single satin Bed Sheet With 1 Pillow - 00E43"
"1403","1150","<div>
<p><strong>Size:</strong></p>
<ul>
<li>Bed Sheet Size 60 x 95 in.</li>
<li>Pillow Size 19 x 29 in.</li>
</ul>
<ul></ul>
<p><strong>Color:</strong></p>
<ul>
<li>Multi Color</li>
</ul>
<p><strong>Material :</strong></p>
<ul>
<li>100% Cotton </li>
</ul>
</div>
<div><strong>Washing instructions:</strong></div>
<div>
<ul>
<li><span>Can be hand or machine wash</span></li>
<li><span>Use water with temperature below 30 degrees.</span></li>
<li><span>Drop neutral detergent solution into the water first and put in the bedding till the liquid integrated fully into the water.</span></li>
<li><span data-spm-anchor-id=""2114.10010108.1000023.i0.6d7f8012aejK7y"">Wash it for no more than 30 minutes</span></li>
</ul>
</div>","Single satin Bed Sheet With 1 Pillow - 00E44"
"1404","950","<div>
<p><strong>Size:</strong></p>
<ul>
<li>Bed Sheet Size 60 x 95 in.</li>
<li>Pillow Size 19 x 29 in.</li>
</ul>
<ul></ul>
<p><strong>Color:</strong></p>
<ul>
<li>Multi Color</li>
</ul>
<p><strong>Material :</strong></p>
<ul>
<li>100% Cotton </li>
</ul>
</div>
<div><strong>Washing instructions:</strong></div>
<div>
<ul>
<li><span>Can be hand or machine wash</span></li>
<li><span>Use water with temperature below 30 degrees.</span></li>
<li><span>Drop neutral detergent solution into the water first and put in the bedding till the liquid integrated fully into the water.</span></li>
<li><span data-spm-anchor-id=""2114.10010108.1000023.i0.6d7f8012aejK7y"">Wash it for no more than 30 minutes</span></li>
</ul>
</div>","Single Bed Sheet With 1 Pillow - 00E45"
"1405","1150","<div>
<p><strong>Size:</strong></p>
<ul>
<li>Bed Sheet Size 60 x 95 in.</li>
<li>Pillow Size 19 x 29 in.</li>
</ul>
<ul></ul>
<p><strong>Color:</strong></p>
<ul>
<li>Multi Color</li>
</ul>
<p><strong>Material :</strong></p>
<ul>
<li>100% Cotton </li>
</ul>
</div>
<div><strong>Washing instructions:</strong></div>
<div>
<ul>
<li><span>Can be hand or machine wash</span></li>
<li><span>Use water with temperature below 30 degrees.</span></li>
<li><span>Drop neutral detergent solution into the water first and put in the bedding till the liquid integrated fully into the water.</span></li>
<li><span data-spm-anchor-id=""2114.10010108.1000023.i0.6d7f8012aejK7y"">Wash it for no more than 30 minutes</span></li>
</ul>
</div>","Single satin Bed Sheet With 1 Pillow - 00E46"
"1406","1690","<p><strong>A Lap to Soothe Mind,Body And Soul</strong></p>
<p><strong><img src=""https://www.swayamindia.com/img/cms/Info%20Icons/rich-traditional-design.png"" alt="""" width=""24"" height=""25""><span> </span>Modern Designs-<span> </span></strong>Modern Home Decoration.</p>
<p><strong><img src=""https://www.swayamindia.com/img/cms/Info%20Icons/thread-count.png"" alt="""" width=""24"" height=""25""><span> </span>Affordable Luxury-<span> </span></strong>Party Makeover.</p>
<p><strong><img src=""https://swayamindia.com/img/cms/Info%20Icons/multicolor.jpg"" width=""25"" height=""25"">Rotary Pigment Printing -<span> </span></strong>Vibrant Multi-Color.</p>
<p><strong><img src=""https://www.swayamindia.com/img/cms/Info%20Icons/100-color-fast.png"" alt="""" width=""24"" height=""25""><span> </span>Colorfast-<span> </span></strong>Newer for Longer.</p>
<table width=""495"" height=""182"">
<tbody>
<tr>
<td style=""width: 179px;"">
<p>Brand</p>
</td>
<td style=""width: 366px;"">Knit &amp; Knots</td>
</tr>
<tr>
<td style=""width: 179px;"">
<p>Concept</p>
</td>
<td style=""width: 366px;"">
<p>3 PCs Stitched</p>
</td>
</tr>
<tr>
<td style=""width: 179px;"">
<p>Product Category</p>
</td>
<td style=""width: 366px;"">
<p>Home</p>
</td>
</tr>
<tr>
<td style=""width: 179px;"">
<p>Fabric Composition </p>
</td>
<td style=""width: 366px;"">
<p>100% Cotton </p>
</td>
</tr>
<tr>
<td style=""width: 179px;"">
<p>Color Guarantee</p>
</td>
<td style=""width: 366px;"">
<p>100% Original Colors Up To 10 Washes  </p>
</td>
</tr>
<tr>
<td style=""width: 179px;"">
<p>Package Include</p>
</td>
<td style=""width: 366px;"">
<p>2 Pillow Case + 1 King Bed Sheet </p>
</td>
</tr>
<tr>
<td style=""width: 179px;"">
<p>Size</p>
</td>
<td style=""width: 366px;"">
<p><b>Bed Sheet</b><strong>: </strong><span>95 in x 102 Inches, </span></p>
<p><strong>Pillow Cover: </strong><span>19 in x 29 Inches</span></p>
</td>
</tr>
</tbody>
</table>
<p> </p>","Cotton King Bed Sheet - layer waves"
